ID	a-1	a-2	a-3	b-1	b-2	b-3	c-1	c-2	c-3	d-1	d-2	d-3
ENSG00000283933	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000114656	1	2	14	0	3	3	13	15	17	11	5	6
ENSG00000283935	1	0	1	1	0	0	1	0	1	1	1	1
ENSG00000298098	6	14	20	7	5	5	7	11	7	2	0	10
ENSG00000283936	1	1	1	1	1	1	1	1	1	1	1	1
ENSG00000298096	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283938	87	109	119	154	137	145	137	128	135	81	96	110
ENSG00000298094	64	54	88	61	68	49	67	53	58	54	26	67
ENSG00000019102	4	4	7	5	6	2	14	18	24	11	10	16
ENSG00000298092	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299233	0	0	0	0	0	0	4	15	7	4	13	8
ENSG00000298090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263312	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000295672	0	8	5	11	8	6	0	0	0	0	0	2
ENSG00000238256	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000299232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263311	0	0	0	0	0	0	2	0	0	0	4	0
ENSG00000305424	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000254733	1	0	0	0	0	0	2	2	1	0	0	2
ENSG00000254732	0	2	1	0	0	0	21	5	3	1	0	7
ENSG00000306359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309126	0	0	0	0	0	0	0	2	1	0	0	0
ENSG00000309125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173728	3	0	0	0	0	0	12	5	4	8	1	15
ENSG00000309121	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309120	0	0	0	0	0	0	4	0	0	0	3	5
ENSG00000306351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306350	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000306353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306355	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000306354	0	2	0	4	2	0	3	0	0	0	0	0
ENSG00000309129	1	0	0	0	0	0	16	18	23	12	13	34
ENSG00000306356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238257	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185013	0	5	0	2	13	0	18	20	10	3	10	12
ENSG00000185015	424	488	468	220	144	223	867	721	768	495	495	754
ENSG00000123977	11	3	18	10	5	7	25	26	15	10	4	3
ENSG00000294146	0	1	1	5	6	7	0	2	1	0	8	6
ENSG00000185019	1096	1233	1060	1755	1688	1628	645	617	558	445	422	716
ENSG00000140563	0	0	0	0	0	0	1184	1409	961	790	909	1239
ENSG00000260422	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000295746	4	4	12	17	39	27	264	132	70	190	103	240
ENSG00000217874	0	0	0	0	0	0	3	3	2	1	3	3
ENSG00000140564	8037	8608	8452	5992	5804	5438	6581	5873	5751	4457	4386	5104
ENSG00000286430	1	3	7	10	4	5	8	2	4	2	2	0
ENSG00000213149	1	1	1	2	4	3	3	2	3	1	1	0
ENSG00000213148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251988	0	0	0	0	0	1	0	3	2	1	2	2
ENSG00000295748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251983	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251985	0	1	1	0	2	0	0	0	0	0	0	0
ENSG00000284430	2	0	2	0	0	0	32	32	33	24	52	37
ENSG00000092067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259437	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000240828	0	0	0	1	0	0	0	0	0	0	0	2
NewGene_662	17	29	20	17	11	5	69	61	63	60	41	105
ENSG00000205784	0	7	0	3	3	0	0	0	6	0	0	2
NewGene_661	180	244	164	226	167	154	513	376	436	403	359	416
ENSG00000205786	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000092068	0	6	0	4	12	8	217	215	242	163	227	195
ENSG00000304389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259434	0	0	0	0	0	0	186	181	189	158	127	168
ENSG00000224372	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000207313	0	1	1	1	0	0	1	3	1	3	0	0
ENSG00000207312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115520	2296	2205	2330	3479	3277	3285	2363	2125	1878	1358	1228	2039
ENSG00000224373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240824	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259432	0	0	0	0	0	0	0	0	0	0	0	0
NewGene_665	932	975	1009	835	733	637	867	857	780	564	582	753
ENSG00000261505	35	25	21	24	17	19	17	25	24	7	14	21
ENSG00000300715	0	0	0	0	0	0	3	4	3	5	2	2
ENSG00000284439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291070	0	1	0	0	0	6	2	6	2	0	1	0
ENSG00000264754	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240823	0	3	0	0	0	0	1	3	6	3	4	4
ENSG00000245928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261507	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000259764	2	0	3	8	2	5	0	0	0	0	2	0
NewGene_4172	0	0	0	0	0	0	0	0	5	4	0	6
ENSG00000300059	0	0	0	0	0	0	33	44	21	38	27	47
NewGene_3931	0	0	0	0	0	0	3	7	0	0	0	2
ENSG00000309202	0	2	2	0	0	0	3	4	8	6	4	8
ENSG00000264750	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000300714	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109971	22856	22403	23976	30856	28056	29423	82288	70685	66100	49529	51635	69917
ENSG00000279555	0	5	0	0	0	0	2	3	2	2	3	4
ENSG00000113638	446	536	644	765	789	895	818	704	786	534	588	882
ENSG00000302526	0	0	0	0	0	0	10	3	10	0	2	14
ENSG00000308950	0	0	0	5	2	0	2	3	2	5	0	3
ENSG00000276702	0	0	0	0	0	0	0	18	4	0	9	12
ENSG00000276703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276700	0	0	0	0	0	0	0	0	1	1	1	0
ENSG00000123352	899	838	828	1384	1314	1277	2573	2266	2204	1749	1814	2529
ENSG00000123353	1741	1804	1834	2848	2663	2748	1111	908	875	763	666	953
NewGene_4173	0	0	0	0	0	0	10	8	7	5	2	7
ENSG00000297512	0	0	0	0	0	0	6	4	3	5	4	7
ENSG00000200917	0	0	0	0	0	0	1	0	1	2	2	1
ENSG00000123358	618	666	657	714	587	592	237	167	196	134	155	158
ENSG00000250905	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264833	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308294	0	0	2	0	0	0	0	2	4	10	4	14
ENSG00000308295	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000308292	5	3	5	5	3	4	0	0	0	2	0	2
ENSG00000308293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251326	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251323	0	0	0	0	0	0	21	18	31	22	20	19
ENSG00000261803	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000251321	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251320	0	0	0	0	0	0	13	14	9	8	9	9
ENSG00000227850	0	0	0	6	6	0	4	3	1	4	5	3
ENSG00000227851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252988	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000297513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227857	10	11	4	6	5	2	4	2	3	0	7	8
ENSG00000252982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264837	0	0	0	0	0	0	2	5	7	6	8	6
ENSG00000143033	392	360	396	342	318	297	2730	1955	2045	1393	1432	2391
ENSG00000143032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280776	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252984	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000252985	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000309200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249934	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225568	2	4	1	1	0	6	11	6	6	8	11	5
ENSG00000225569	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000185909	565	492	444	552	575	539	781	692	616	617	460	834
ENSG00000241172	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000120539	394	310	421	247	269	286	2370	2073	1897	1374	1545	1822
ENSG00000185904	37	70	27	111	89	111	2122	2045	1797	1425	1456	2157
ENSG00000185903	0	0	0	0	0	0	10	8	14	11	11	5
ENSG00000241175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241174	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157045	3706	3917	3899	4286	3844	4249	1861	1675	1432	1402	1547	1741
ENSG00000200575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282686	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290743	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248958	0	0	0	0	0	0	0	2	0	0	2	0
ENSG00000148459	151	159	171	118	96	132	1014	816	877	554	575	783
ENSG00000269053	0	0	0	0	0	0	46	24	31	25	12	29
ENSG00000309201	1	0	0	0	0	0	4	14	6	7	8	3
ENSG00000308740	20	25	21	0	9	9	4	11	8	5	16	11
ENSG00000308741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184058	399	393	367	254	283	275	4	2	0	2	2	2
ENSG00000214518	3	1	1	3	15	7	3	1	2	1	1	0
ENSG00000293619	735	1758	966	989	1663	1536	0	0	0	0	0	0
ENSG00000204661	1	0	0	0	0	0	3	0	0	0	0	1
ENSG00000308746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293615	10	20	3	8	15	17	25	18	11	37	24	8
ENSG00000308955	2	0	0	0	0	0	26	10	11	8	11	9
ENSG00000293616	967	962	926	561	584	612	936	890	746	529	526	812
ENSG00000184056	464	371	394	282	331	223	195	180	138	126	100	185
ENSG00000204669	0	0	0	0	0	0	12	7	0	5	12	5
ENSG00000293613	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000184055	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000297511	11	16	11	19	7	13	2	3	2	2	7	9
ENSG00000226557	0	0	0	3	0	0	0	1	0	0	0	2
ENSG00000301029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230212	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000310110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000310111	2	3	0	0	1	0	0	0	0	0	0	0
ENSG00000162461	16	21	15	11	12	22	150	117	104	94	128	170
ENSG00000162460	0	0	0	0	0	0	6	19	10	8	13	4
ENSG00000310114	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000310115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000310116	4	17	2	17	19	22	2	0	0	0	0	0
ENSG00000308954	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000268240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114416	1253	1148	1391	1444	1271	1348	9306	8260	7636	6182	6390	8630
ENSG00000268243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286576	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279141	0	0	3	0	0	0	103	80	60	63	55	63
ENSG00000126453	2203	2458	2110	2348	2195	2152	774	646	635	547	398	619
ENSG00000279143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279142	0	2	0	0	0	0	0	0	0	0	5	0
ENSG00000126456	4965	5054	4725	3948	3484	3515	1895	1839	1748	1226	1230	1752
ENSG00000126457	9364	9609	9226	16459	15377	15727	9320	7740	7576	5632	5491	7157
ENSG00000279147	0	0	0	0	0	0	2	2	2	4	7	4
ENSG00000279146	0	0	0	0	0	0	3	2	3	2	6	4
ENSG00000279149	0	0	0	0	3	0	3	10	17	10	5	24
ENSG00000091009	361	357	451	260	241	355	3000	2392	2622	2065	2287	2735
ENSG00000126458	3569	3603	3607	4539	4206	4370	1907	1851	1687	1335	1474	1895
ENSG00000283489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233786	0	2	0	1	0	0	6	5	2	2	0	1
ENSG00000264426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283483	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000283484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271522	0	0	0	0	8	0	0	0	0	0	0	0
ENSG00000137103	42	58	83	60	66	68	315	326	284	290	243	355
ENSG00000137100	3390	3514	3220	3264	2957	3204	1500	1352	1196	1080	1060	1364
ENSG00000137101	19	7	3	6	25	27	8	9	7	10	0	13
ENSG00000137106	7343	7913	7693	7589	6740	7062	3317	2881	2954	2200	2277	2888
ENSG00000228509	2	8	8	0	7	5	55	42	53	54	29	39
ENSG00000228507	0	4	0	0	0	0	2	2	4	2	2	2
ENSG00000228506	37	15	28	26	52	39	470	374	375	272	278	367
ENSG00000228505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228502	13	79	22	12	7	13	16	17	23	28	56	42
ENSG00000228501	7	9	8	20	21	7	3	5	3	6	5	6
ENSG00000305543	0	0	0	0	0	0	3	2	9	0	0	3
ENSG00000260719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308956	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000298451	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107175	5255	5463	5301	9343	8878	9210	1808	1675	1560	1303	1142	1706
ENSG00000173933	16180	16039	16467	21381	19795	21201	3977	3263	3114	2972	3251	3854
ENSG00000233847	0	0	0	0	0	0	0	0	0	0	0	0
NewGene_2242	28	27	33	73	53	55	53	55	78	54	67	69
ENSG00000173930	0	0	0	0	0	0	333	289	216	261	357	428
ENSG00000122481	382	357	361	431	362	320	860	843	698	543	539	983
ENSG00000233843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122483	20	17	0	13	0	10	1721	1357	1268	1025	1317	1444
ENSG00000122482	1155	1179	1227	759	746	732	4394	4099	3474	2804	3183	4190
ENSG00000226038	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096654	107	85	112	175	210	186	612	532	415	450	464	721
ENSG00000271626	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000272087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000297659	0	0	0	0	0	0	1	1	1	0	0	0
ENSG00000226031	0	0	0	0	0	0	20	32	29	12	22	31
ENSG00000226030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162998	3	0	0	0	0	0	21	28	36	10	12	30
ENSG00000305542	7	0	4	0	0	2	0	4	2	0	0	0
ENSG00000226037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226036	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183439	0	0	0	0	1	0	555	468	416	286	282	462
ENSG00000283152	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158296	1	1	1	1	1	3	26	18	19	25	21	12
ENSG00000283157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158290	1692	1969	2103	894	1045	979	13117	11423	10479	7139	7886	11672
ENSG00000283155	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000283154	0	0	0	1	1	0	0	2	0	0	0	0
ENSG00000183431	1410	1341	1515	2848	2691	3014	7268	6209	5886	4789	5192	6334
ENSG00000283159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183434	0	0	0	0	0	0	265	224	219	153	178	236
ENSG00000127507	47	29	46	10	14	28	526	379	400	275	446	555
ENSG00000297658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238193	1	0	2	0	0	0	4	4	18	2	0	5
ENSG00000310221	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235295	0	0	0	0	0	0	5	0	15	6	13	7
ENSG00000011376	1381	1512	1607	2132	1879	2120	2748	2397	2457	1635	1607	2100
ENSG00000306300	0	0	0	0	0	0	0	0	2	0	0	2
ENSG00000254015	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299558	0	0	0	0	0	0	0	0	1	0	0	3
ENSG00000279433	1	3	0	0	0	0	0	0	0	0	0	0
ENSG00000299554	4	2	1	0	0	0	2	3	0	1	0	11
ENSG00000299555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299556	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299557	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000299550	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000299551	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299552	0	4	0	0	0	0	8	8	14	3	6	8
ENSG00000299553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129071	578	467	501	344	270	309	2045	2016	1705	1448	1567	2107
ENSG00000253218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253215	0	0	0	0	0	0	0	0	2	3	0	0
ENSG00000253214	0	0	0	5	7	1	69	46	39	22	26	39
ENSG00000253217	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000253216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253210	54	53	78	106	68	102	172	123	148	107	114	159
ENSG00000253213	0	0	0	0	0	0	4	3	4	3	1	6
ENSG00000306301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125900	0	0	0	0	0	0	18	8	26	0	3	4
ENSG00000125903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205209	0	4	0	0	0	0	116	168	112	134	121	44
ENSG00000205208	389	466	388	718	640	712	1336	1128	1268	918	892	1351
ENSG00000252317	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000309916	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309917	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000309914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309915	4	0	2	0	0	0	0	0	0	0	0	0
ENSG00000309912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309913	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309911	0	0	0	0	0	0	2	0	0	0	2	2
ENSG00000207138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235297	14	9	4	7	6	10	2	0	1	2	2	5
ENSG00000283813	0	1	2	1	1	0	0	1	1	0	0	1
ENSG00000309918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000309919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286570	0	0	0	0	0	0	0	2	4	0	0	0
NewGene_1953	0	2	0	0	0	0	56	71	72	51	54	96
ENSG00000278745	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000214535	7	9	10	14	6	14	7	2	7	4	1	9
ENSG00000232381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284686	20	6	10	4	4	0	14	9	19	14	4	7
ENSG00000284687	0	0	1	0	2	0	1	1	1	1	1	1
ENSG00000284684	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284688	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000284689	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306307	3	0	0	2	3	0	0	0	0	0	0	0
ENSG00000158874	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000213432	2	3	0	1	3	2	0	1	3	4	2	2
ENSG00000286136	0	4	0	0	0	0	27	32	15	22	16	25
ENSG00000308856	0	0	0	0	0	0	0	0	0	0	0	0
NewGene_4031	0	0	0	0	0	0	3	2	11	2	3	6
ENSG00000277895	2	0	0	4	0	4	5	7	8	9	6	6
ENSG00000163624	50	51	43	56	55	25	375	303	245	193	207	330
ENSG00000287489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287488	0	0	2	2	3	6	1	3	4	5	2	0
ENSG00000277893	0	0	0	0	0	0	12	2	4	5	9	4
ENSG00000277892	1	1	1	1	3	2	2	2	3	2	2	3
ENSG00000287485	0	0	0	0	2	0	0	2	0	0	0	2
ENSG00000287484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306304	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000287486	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000287481	0	0	0	0	0	3	8	5	0	3	7	4
ENSG00000287480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287483	0	0	0	0	0	0	14	8	10	3	10	9
ENSG00000287482	0	0	0	0	0	0	3	1	2	0	2	1
ENSG00000257504	0	0	0	0	0	0	6	0	5	6	2	3
ENSG00000227105	0	0	6	0	2	0	0	0	0	0	0	0
NewGene_3866	0	0	0	0	0	0	14	20	15	18	22	25
ENSG00000297657	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000006555	0	0	0	2	0	3	0	0	0	0	0	0
ENSG00000305548	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198113	2479	2566	2415	4618	4204	3799	1650	1550	1489	824	774	1080
ENSG00000178297	16	15	13	19	22	23	34	42	29	27	25	15
ENSG00000302442	0	0	0	0	0	0	3	2	3	0	0	2
ENSG00000289308	0	0	0	0	0	0	12	20	9	3	4	10
ENSG00000289309	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083622	0	0	0	0	0	0	0	0	0	1	2	1
NewGene_3861	0	0	0	0	0	0	100	77	84	66	42	89
ENSG00000178026	167	162	192	179	152	122	60	62	61	62	65	90
ENSG00000178028	1773	1642	1819	1597	1782	1713	1643	1329	1257	1122	1025	1491
ENSG00000289301	0	4	0	2	0	0	5	2	0	3	0	5
ENSG00000252166	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000252167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289304	8	7	8	16	12	13	21	13	19	19	20	35
ENSG00000252161	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000252162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256898	0	0	0	0	0	0	2	0	3	2	2	0
ENSG00000243302	1	1	1	1	1	2	1	1	1	1	1	1
ENSG00000258996	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256894	18	12	8	3	5	3	19	8	10	20	18	13
ENSG00000256896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256897	4	2	6	0	4	6	14	12	5	11	11	2
ENSG00000276728	3	1	0	2	2	5	40	36	23	25	19	45
ENSG00000258995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293351	1	0	0	0	0	0	6	7	9	1	0	7
ENSG00000160282	0	4	0	32	31	40	10	1	13	11	11	9
ENSG00000160285	1792	1766	1638	1349	1406	1353	4817	4070	4067	3303	3007	4377
ENSG00000160284	0	0	0	0	11	0	220	165	142	145	119	149
ENSG00000072694	3	0	0	0	0	0	22	2	0	0	0	9
ENSG00000207137	0	0	0	0	0	0	2	1	1	0	1	1
NewGene_3869	0	4	0	0	0	2	24	21	12	16	12	27
ENSG00000198598	1872	2020	1748	877	741	776	553	499	484	301	310	494
ENSG00000198597	3	0	0	0	0	0	187	174	186	71	72	79
ENSG00000276729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128578	334	268	284	142	136	167	3075	2607	2512	1333	1411	1893
ENSG00000211652	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198590	0	8	2	0	0	5	21	30	36	24	27	43
ENSG00000241942	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277270	0	0	0	0	0	0	39	25	14	23	11	16
ENSG00000241941	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000241946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277277	0	1	0	0	0	0	8	14	8	15	5	15
ENSG00000241945	312	421	289	359	429	517	552	288	301	327	310	382
ENSG00000288108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286137	17	14	15	7	3	5	47	49	46	39	27	31
ENSG00000160753	3967	4138	4114	3338	3178	3303	614	588	560	405	377	546
ENSG00000160752	3208	3323	3172	5753	5414	5360	6597	5921	5544	4854	4855	6863
ENSG00000215127	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000215126	506	414	485	397	432	582	446	254	403	273	332	485
ENSG00000215120	0	0	0	0	0	0	0	0	4	2	0	0
ENSG00000219463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093072	0	5	3	0	0	3	28	22	17	8	12	4
ENSG00000300610	0	0	3	2	0	0	0	0	0	0	0	0
ENSG00000225775	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000296167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235397	2	0	0	0	0	0	0	3	2	0	0	0
ENSG00000232396	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000298711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223760	0	0	0	0	0	0	9	0	11	6	2	5
ENSG00000284505	5	3	8	5	7	5	0	8	1	1	7	1
ENSG00000231556	0	0	0	0	0	0	7	6	3	5	10	1
ENSG00000231557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231552	1	0	0	2	0	0	3	0	7	0	2	0
