category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,17/4046,24/8538,0.7083333333333334,1.4947478991596639,2.303395228263394,0.01735043903063405,0.12614948267785195,0.10161239794646199,HS2ST1/EXTL2/GLCE/XYLT1/HS6ST2/HS6ST1/B3GAT3/XYLT2/B4GALT7/NDST2/HS3ST3B1/HS3ST3A1/HS6ST3/EXTL1/HS3ST5/HS3ST2/HS3ST1,17
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,53/4046,90/8538,0.5888888888888889,1.2426923710660736,2.1965754881004877,0.01826956894884192,0.12614948267785195,0.10161239794646199,STAT1/IFNGR2/MAP2K1/JUN/RELA/NFKBIE/PTPN11/AKT3/AKT2/NFKBIB/HIF1A/HRAS/NFKBIA/MAP2K2/MAPK11/CSNK2B/IFNGR1/RPS6KB2/MYD88/TICAM1/NFATC1/PIK3R1/JAK2/RPS6KB1/NFKB1/MAPK1/IKBKG/PTPN6/PIK3CD/PIK3CA/NFATC3/PPP3CA/PPP3R1/CD4/MAPK14/CD274/BATF3/MTOR/TIRAP/TLR2/TRAF6/BATF2/TLR4/EGF/TICAM2/PRKCQ/MAP2K6/NFATC2/RASGRP1/LCK/CD3D/ALK/CD28,53
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,78/4046,138/8538,0.5652173913043478,1.192740011605665,2.1662944501950356,0.01877622417273865,0.12614948267785195,0.10161239794646199,RAC2/MAP2K1/ITGA5/ARPC4/IL18/JUN/RELA/PXN/DOCK1/ARPC1A/ACTG1/ARHGEF12/ARPC1B/IRAK1/AKT3/CXCL8/AKT2/ROCK1/RHOG/MAP3K7/GSK3B/WIPF1/ITGB1/NFKBIA/TAB2/MAP2K2/SKAP2/GNAQ/WASF2/MAPK11/CASP1/IRF3/PKN1/MYD88/TICAM1/NFATC1/GIT2/PIK3R1/PYCARD/CCL2/RPS6KA3/PKN2/NFKB1/RAC3/MAPK1/TRAF2/IKBKG/PIK3CD/IL6/PIK3CA/TNF/NFATC3/CD4/ARHGEF7/MAPK14/IL1B/WASL/TRAF6/MAP2K4/ITGA4/FN1/TLR4/VAV3/ELMO1/RPS6KA6/MAP2K6/PIP5K1B/MAPK10/ACTR3B/ACTR3C/IFNB1/NFATC2/FCGR2A/LCK/CD8A/LCP2/WIPF3/NLRC4,78
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,123/4046,226/8538,0.5442477876106194,1.1484892759810847,2.147050443986481,0.01883708452150235,0.12614948267785195,0.10161239794646199,IL6R/TAP1/RAC2/ATF4/MAP2K1/RELA/PXN/CGAS/GNB2/ITPR3/ELK1/BAK1/CDKN1A/CX3CL1/ARHGEF12/MYC/BID/MDM2/CCL5/CREB3L2/CREB3/TAPBP/AKT3/GNG5/CXCL8/AKT2/ITPR1/RB1/ROCK1/HLA-E/GRB2/CALM2/GNB1/GSK3B/CCND1/CDK6/HRAS/NFKBIA/ITGB3/MAP2K2/CDK4/GNAQ/MAPK11/IRF3/FADD/GNG12/AKAP13/GNB4/HLA-B/RPS6KB2/SOS2/GNA13/ATF2/NFATC1/PLCB4/FAS/PIK3R1/CCL2/RHEB/RPS6KB1/NFKB1/RAC3/MAPK1/NFATC4/TRAF2/IL10RB/IKBKG/EIF4EBP1/IL1R1/HLA-F/STING1/TSC1/GNB5/PIK3CD/PRKCA/IL6/SOS1/CASP9/PIK3CA/TNF/NFATC3/PPP3CA/PPP3R1/MAPK14/CCL3/GNA12/CREB1/CREB5/ADCY1/MTOR/ADCY2/IL1B/E2F2/TRAF5/CCL3L1/GNG7/PRKCB/CREB3L4/CREB3L1/TRADD/PTGER1/CCR3/CDKN2A/PDGFRA/CXCR4/PTGS2/MAP2K6/GNG4/PRKCG/GNG2/IFNB1/NFATC2/CCR1/GNG8/CCL4L2/GNB3/CCL4/GNGT2/ADCY8/PTGER3/GNG3/CCR5/CXCR2,123
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,129/4046,238/8538,0.542016806722689,1.143781387987721,2.134999660069021,0.01932060939280066,0.12614948267785195,0.10161239794646199,RPS28/MMP1/STAT1/IL6R/RPL10/RPS16/RPLP2/JUN/RELA/RPS17/RPLP0/CGAS/RPS8/MX1/OAS2/ISG15/NRP1/RPS18/RPS9/IRAK1/RPS15A/OAS1/CXCL8/FAU/RPSA/NFKBIB/RSL24D1/RPS3/STAT2/MAP3K7/C1R/RPS27A/MX2/RPL27A/NFKBIA/RPL18/RPS10/TAB2/RPS4X/RPS5/RPS15/RPLP1/MAPK11/RPS12/CSF2/CASP1/IRF3/RPS14/RPL24/RPL26/RPS25/IL6ST/RPL32/RPS23/RPL39/MYD88/RPL22/RPL29/RPS11/RPL35A/ADAM17/PIK3R1/IFNAR2/CCL2/NFKB1/SYK/MAPK1/ADAR/EIF2AK2/RPL21/IKBKG/RPL14/STING1/RPL18A/RPS24/RPL31/RPL22L1/PIK3CD/PRKCA/IL6/RPL30/RPS21/RPL36A/PIK3CA/RPL35/TNF/F13A1/C3AR1/RPL41/RPL37/RPL28/TMPRSS2/RPL36/RPL27/HBEGF/C1S/MAPK14/C4A/RPL38/IRF9/IL1B/TLR2/C2/TRAF6/RPS27L/RPS4Y1/RPL37A/TLR3/PRKCB/RPS27/CSF3/TLR4/CXCL10/C5/RPS4Y2/PRKCG/TLR7/IL12A/MAPK10/IFNB1/FCGR2A/CFD/IL12B/MASP2/C8B/MMP3/CYBB/RPL3L/C7,129
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,46/4046,77/8538,0.5974025974025974,1.260658274004789,2.1804781363841643,0.019379485744713487,0.12614948267785195,0.10161239794646199,STAT1/RALB/RAC2/MAP2K1/RELA/TGFBR1/GADD45A/BAK1/CDKN1A/AKT3/SMAD3/AKT2/RB1/BCL2L1/CCND1/CDK6/CDK4/TGFA/RPS6KB2/GADD45B/PLD2/SMAD4/PIK3R1/RPS6KB1/NFKB1/RAC3/MAPK1/SMAD2/IKBKG/BAD/PLD1/BRCA2/TGFB2/PIK3CD/RAD51/CASP9/PIK3CA/POLK/MTOR/E2F2/ARHGEF6/TGFB3/EGF/GADD45G/CDKN2A/MAPK10,46
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,46/4046,77/8538,0.5974025974025974,1.260658274004789,2.1804781363841643,0.019379485744713487,0.12614948267785195,0.10161239794646199,SHC1/MAP2K1/RELA/TGFBR1/GADD45A/BAK1/CDKN1A/STAT5A/MYC/MDM2/PTPN11/AKT3/SMAD3/AKT2/RB1/GRB2/BCL2L1/CCND1/CDK6/HRAS/NFKBIA/MAP2K2/CDK4/GADD45B/SOS2/SMAD4/PIK3R1/NFKB1/MAPK1/IKBKG/BAD/CDKN1B/TGFB2/PIK3CD/SOS1/PIK3CA/POLK/HDAC2/GAB2/STAT5B/E2F2/MECOM/TGFB3/SHC4/GADD45G/CDKN2A,46
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,83/4046,148/8538,0.5608108108108109,1.1834411029912761,2.136447555671466,0.020053888373215693,0.12812206460665582,0.10320129689140241,SHC1/HES1/MAP2K1/JUN/FGFR1/GADD45A/BAK1/CDKN1A/MYC/DLL3/WNT7B/AKT3/AKT2/RB1/NOTCH2/APC/GRB2/DVL1/GSK3B/NFKB2/JAG1/CCND1/CDK6/HRAS/LRP6/NCOA3/MAP2K2/CDK4/LRP5/NCOA1/RPS6KB2/GADD45B/SOS2/WNT4/PIK3R1/BRCA1/RPS6KB1/MAPK1/FZD6/JAG2/DLL4/TCF7/BRCA2/PIK3CD/SOS1/PIK3CA/POLK/FZD2/AXIN1/FZD4/LEF1/DLL1/MTOR/FZD1/FGF1/NOTCH3/E2F2/WNT5B/APC2/WNT9A/KIT/FGF18/SHC4/FZD3/EGF/GADD45G/WNT2B/HEYL/PGR/WNT11/ESR1/FGF10/ESR2/FGF7/FLT4/HEY2/NOTCH4/TNFSF11/WNT8B/FGF9/FGF21/FZD9/WNT1,83
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,34/4046,55/8538,0.6181818181818182,1.304507257448434,2.150056958299522,0.02185744108329444,0.13710576679521055,0.11043759705243505,FANCI/HES1/FANCG/RPA2/ERCC1/CENPX/WDR48/REV3L/POLI/BRCA1/TOP3A/BRIP1/BRCA2/PALB2/RAD51/RPA3/FANCM/POLK/MLH1/FANCD2/FAAP24/ERCC4/MUS81/REV1/TELO2/FANCE/FAAP100/RAD51C/BLM/RMI1/EME2/FANCB/EME1/RPA4,34
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,62/4046,108/8538,0.5740740740740741,1.2114296699071785,2.0985036470421847,0.022683964960633993,0.13821062851050767,0.11132755431509998,KPNA1/RANGAP1/NUP205/NCBP1/UBE2I/THOC2/PNN/UPF2/AHCTF1/RANBP2/KPNA2/TPR/NUP153/IPO7/IPO5/NUP50/XPO4/RAE1/RAN/NXT1/EIF4A3/XPO1/NUP155/NUP58/NUP160/SEC13/NUP107/NXF3/NUP88/XPO7/NDC1/NUP62/CSE1L/IPO11/UPF1/NUP133/KPNA3/CASC3/TNPO3/IPO8/NUP214/KPNA6/NMD3/SRRM1/UPF3A/THOC1/ACIN1/EEF1A2/TMEM33/NUP43/GLE1/UPF3B/DDX19B/ALYREF/MAGOH/PYM1/RANBP17/NUP54/NXF2/KPNA7/KPNA5/POM121L2,62
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,63/4046,110/8538,0.5727272727272728,1.2085876061654608,2.089624662102152,0.02312132550795024,0.13821062851050767,0.11132755431509998,EPAS1/IFNGR2/IL6R/MAP2K1/ELOB/RELA/EIF4E2/TFRC/VHL/PGK1/CDKN1A/ENO1/SERPINE1/AKT3/AKT2/TIMP1/HIF1A/HMOX1/PFKP/MAP2K2/CAMK2D/IFNGR1/RPS6KB2/EP300/ENO2/PIK3R1/RPS6KB1/NFKB1/MAPK1/SLC2A1/EIF4EBP1/CDKN1B/PIK3CD/CUL2/PRKCA/IL6/PIK3CA/EGLN2/PDK1/EGLN3/EDN1/ENO3/LTBR/HKDC1/MKNK1/ANGPT1/PFKL/MTOR/PRKCB/BCL2/INSR/TLR4/EGF/PRKCG/ANGPT2/TEK/ALDOA/NPPA/LDHAL6A/HK3/TF/LDHAL6B/CYBB,63
Human Diseases,Infectious disease: viral,hsa05162,Measles,78/4046,139/8538,0.5611510791366906,1.1841591482128186,2.077459725808017,0.023235410010462157,0.13821062851050767,0.11132755431509998,STAT1/RACK1/JUN/RELA/MX1/BAK1/OAS2/STAT5A/BID/IRAK1/OAS1/AKT3/CD46/AKT2/NFKBIB/EIF2AK4/BCL2L1/STAT2/HSPA1B/MAP3K7/GSK3B/HSPA1A/CCND1/CDK6/MX2/NFKBIA/TAB2/CDK4/CCND2/IRF3/IL2RG/CCNE1/CSNK2B/FADD/MYD88/FAS/PIK3R1/IFNAR2/NFKB1/ADAR/EIF2AK2/IKBKG/BAD/CDKN1B/CDK2/CCND3/PIK3CD/BBC3/IL6/HSPA6/CASP9/PIK3CA/TNFAIP3/STAT5B/IRF9/IL1B/APAF1/TLR2/CBLB/TRAF6/IRF7/BCL2/TRADD/TLR4/IL1A/TP73/JAK3/TLR7/IL12A/MAPK10/IFNB1/IL2RB/CCNE2/CD3D/HSPA1L/IL12B/RAB9B/CD28,78
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,87/4046,157/8538,0.554140127388535,1.1693644111822323,2.0326835314850884,0.025520133089752938,0.14922789688075871,0.12020187574834568,PPP1CA/PPP1CB/RASSF1/AJUBA/DLG1/TGFBR1/ACTG1/MYC/SERPINE1/WNT7B/SMAD3/APC/BMP6/YWHAG/DVL1/BIRC3/PRKCZ/GSK3B/TEAD1/CCND1/CSNK1D/CCND2/BMPR2/TPTEP2-CSNK1E/SMAD4/PPP1CC/WNT4/ID1/PPP2R2A/FZD6/SMAD2/MOB1B/WTIP/AMOT/TCF7/SMAD1/TGFB2/CCND3/LATS1/SMAD7/LLGL2/BBC3/PARD6B/FZD2/FRMD6/AXIN1/BMPR1A/FZD4/LEF1/PPP2R2C/AREG/BMP4/PRKCI/FZD1/FGF1/PARD6A/PARD3/WNT5B/APC2/ID2/WNT9A/TGFB3/PPP2R2B/TEAD4/NKD2/BMPR1B/LATS2/FZD3/WNT2B/TP73/DLG3/WNT11/SOX2/NKD1/BMP8A/ITGB2/FRMD1/GDF6/AMH/AFP/BMP7/RASSF6/CTNNA2/WNT8B/FZD9/CDH1/WNT1,87
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,90/4046,163/8538,0.5521472392638037,1.1651589542348877,2.0204551982236465,0.026168534234444634,0.15046907184805663,0.12120163224374357,STAT1/ATF4/MAP2K1/JUN/RELA/TGFBR1/ELK1/CDKN1A/STAT5A/MYC/BID/CREB3L2/CREB3/IRAK1/AKT3/CXCL8/SMAD3/AKT2/RB1/ATP6AP1/DDX3X/GRB2/STAT2/MAP3K7/HRAS/NFKBIA/TAB2/DDB1/MAP2K2/MAPK11/IRF3/CCNE1/FADD/SOS2/EP300/MYD88/ATF2/SMAD4/TICAM1/NFATC1/FAS/PIK3R1/JAK2/NFKB1/MAPK1/NFATC4/IKBKG/BAD/CDK2/TGFB2/CCNA2/PIK3CD/MMP9/PRKCA/IL6/SOS1/CASP9/PIK3CA/TNF/NFATC3/MAP3K1/STAT5B/MAPK14/CREB1/CREB5/APAF1/TIRAP/TLR2/TRAF6/E2F2/MAP2K4/IRF7/TLR3/CCNA1/TGFB3/PRKCB/BCL2/CREB3L4/CREB3L1/CASP10/TLR4/TICAM2/MAP2K6/PRKCG/STAT4/JAK3/MAPK10/IFNB1/NFATC2/CCNE2,90
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,39/4046,65/8538,0.6,1.2661393969352448,2.044056752672162,0.027413299062909204,0.15504242912628977,0.12488543490264074,CACNA1H/MAP2K1/ARRB1/ITPR3/AKT3/AKT2/ITPR1/HRAS/MAP2K2/GNAQ/ARRB2/PLCB4/PIK3R1/MAPK1/GABBR1/KCNN4/PIK3CD/PRKCA/PIK3CA/HCN3/SPP1/PRKCB/CACNA1C/TRPC4/GNRH1/PRKCG/CACNA1G/GABBR2/KCNN2/KCNJ11/ESR2/GPER1/CACNA1I/KCNJ6/KISS1R/KCNN3/TRPC5/GNRH2/KCNJ5,39
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,79/4046,142/8538,0.5563380281690141,1.1740024924634311,1.9843082255227535,0.02879725249439404,0.15848629997147703,0.12765944528594947,UBE2J2/UBE2Q1/BIRC6/CDC27/ELOB/NEDD4L/SAE1/CDC34/UBE4A/UBE2R2/VHL/UBE2I/UBC/MDM2/UBE2Z/UBB/UBE2B/ANAPC11/FBXO2/BIRC3/RNF7/SOCS3/RPS27A/DDB1/UBE2M/UBE2E1/KEAP1/ANAPC16/UBE2D2/UBE2C/SMURF1/PIAS1/MID1/UBE2E2/CUL4B/UBE2G2/UBA6/SKP2/UBE2A/BRCA1/UBE3A/BIRC7/FBXW8/TRIP12/KLHL9/PIAS4/HERC1/UBE3C/PIAS3/CUL5/ANAPC4/CUL2/HERC2/RHOBTB1/UBE2S/FBXW7/HUWE1/SOCS1/ANAPC7/PPIL2/FZR1/WWP1/MAP3K1/HERC3/PML/COP1/UBE2D4/UBOX5/UBE2O/PIAS2/CBLB/UBE3B/TRAF6/KLHL13/CUL1/CDC26/UBE2QL1/CBLC/DET1,79
Cellular Processes,Cell motility,hsa04814,Motor proteins,107/4046,197/8538,0.5431472081218274,1.146166797564054,1.9697834786304038,0.02894097651653059,0.15848629997147703,0.12765944528594947,MYL12A/KIF1B/MYO1C/TUBA1A/TPM1/DYNLL1/CAPZB/KIF20B/ACTG1/KIF20A/KIF1A/KIF23/DYNLRB1/CAPZA1/MYL6/TUBB/TUBB2B/TUBB2A/ACTR1A/KIF14/DCTN2/KIF5B/DYNLT1/MYO5A/DYNC1LI2/MYH9/DCTN3/HOOK3/KLC2/TPM3/MYL12B/DYNC1I2/DYNC1H1/KIF11/KIF18A/TNNT1/KIF4A/KIF2A/DYNC1LI1/KIF21A/DCTN4/MYO1B/ACTA2/KIF13B/BICDL1/MYL6B/MYL9/MYO18A/KIF15/MYO5B/MYO1D/MYH10/KIF3A/KIF13A/KIF3B/KIF26A/KIFAP3/DCTN6/STARD9/MYO7A/TUBA4A/KIF27/TNNI3/DYNC2H1/KIF17/DNAH9/KIF24/ACTG2/DNAH6/DYNC2LI1/DNAH14/MYO18B/KIF6/DNAH1/TUBA3C/KIF26B/KIF5A/DNAH12/MYH13/MYO7B/KIF5C/MYO3A/TUBA3E/MYO3B/MYH8/MYH15/DYNC1I1/KLC3/KIF9/KIF25/MYO1A/MYO1G/MYH1/TUBB1/TNNC1/DNALI1/KIF12/MYO15B/DNAH3/MYH2/MYL1/DYNLRB2/DNAH2/MYO16/MYH3/MYL4/MYH4,107
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,87/4046,158/8538,0.5506329113924051,1.1619633706051298,1.950154621528432,0.030821119800076433,0.16614509892228702,0.13382854650033188,SMC1A/ATRX/PDS5A/CDC27/MAD2L1BP/GADD45A/CDKN1A/SFN/PRKDC/MYC/MDM2/CDC25B/PPP2R5B/SMC3/SMAD3/RB1/ANAPC11/YWHAG/NIPBL/GSK3B/CCND1/ATM/CDK6/CDK4/CCNB1/CCND2/BUB1/CCNE1/ANAPC16/KNL1/CDCA5/PLK1/PDS5B/GADD45B/EP300/CDC25A/SMAD4/RAD21/SKP2/TFDP1/BUB1B/SMAD2/MAD2L2/CDKN1B/CDK2/CDK7/MCM6/TGFB2/CDC14B/CCND3/ANAPC4/CCNA2/WAPL/PPP2R5C/ANAPC7/CCNB2/HDAC2/FZR1/TFDP2/TTK/MCM4/CDKN1C/RBL1/PKMYT1/WEE1/AURKB/TICRR/HDAC8/CDC7/CDKN2C/ESCO1/E2F2/ESCO2/PPP2R5E/CDKN2B/CCNA1/CUL1/TGFB3/CDT1/CDC26/GADD45G/SGO1/CDKN2A/CDKN2D/CCNB3/CCNE2/SMC1B,87
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,43/4046,73/8538,0.589041095890411,1.2430135632012678,1.9789014572655466,0.03133832171751463,0.1663341691160392,0.1339808410271071,RASSF1/MAP2K1/MET/GADD45A/BAK1/CDKN1A/STAT5A/AKT3/AKT2/RB1/GRB2/CCND1/CDK6/HRAS/MAP2K2/KIF5B/CDK4/TGFA/GADD45B/SOS2/PIK3R1/MAPK1/BAD/PIK3CD/PRKCA/SOS1/CASP9/PIK3CA/POLK/STAT5B/E2F2/PRKCB/RARB/EGF/GADD45G/CDKN2A/PRKCG/JAK3/FHIT/KIF5A/KIF5C/ALK/RXRG,43
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,106/4046,196/8538,0.5408163265306123,1.1412480958770064,1.8985465544936935,0.03398394903434502,0.17339196904158405,0.1396658423401318,STAT1/PDGFB/MAP2K1/JUN/RELA/GNB2/ITPR3/ICAM1/BAK1/UBC/CDKN1A/MYC/BID/ZFP36/AKT3/UBB/GNG5/CXCL8/AKT2/ITPR1/MICB/RB1/PIK3C3/HLA-E/CALM2/STAT2/GNB1/GSK3B/RPS27A/CCND1/HIF1A/CDK6/HRAS/NFKBIA/MAP2K2/CDK4/MAPK11/CSF2/IRF3/FADD/GNG12/GNB4/IFNGR1/HLA-B/IL6ST/EP300/TICAM1/NFATC1/FAS/PIK3R1/IFNAR2/RCAN1/JAK2/NFKB1/SYK/MAPK1/NFATC4/TRAF2/EIF2AK2/PREX1/IKBKG/MAP1LC3A/HLA-F/LYN/TCF7/GNB5/PIK3CD/IL6/CASP9/PIK3CA/NFATC3/PPP3CA/CXCL1/PPP3R1/LEF1/MAPK14/CREB1/MTOR/IRF9/E2F2/MAP2K4/IRF7/TLR3/CXCL2/GNG7/TRADD/CCR3/PIK3CG/PTGS2/MAP2K6/GNG4/MAPK10/GNG2/IFNB1/NFATC2/CCR1/ANGPT2/GNG8/HCK/GNB3/PIK3R6/GNGT2/CCR4/MAP1LC3C/GNG3/CCR5,106
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,107/4046,198/8538,0.5404040404040404,1.1403780763642355,1.8966821754042908,0.03409788632505911,0.17339196904158405,0.1396658423401318,JMJD1C/JUP/TAF15/RELA/MET/DDX5/AFF1/PLAT/GADD45A/BAK1/CDKN1A/MYC/MDM2/NUPR1/H3-3B/PLAU/CXCL8/BCL2L1/BIRC3/BCL2A1/HMGA2/TRAF1/ATM/FUS/CCND2/TFE3/CSF2/ZEB1/DDIT3/FUT8/CCNT1/ELK4/ETV5/GADD45B/PRCC/CEBPB/SPINT1/MLLT3/NFKB1/SS18/NCOR1/RUNX2/HHEX/CDKN1B/BMP2K/SMAD1/ARNT2/CCNA2/MMP9/SIN3A/IL6/REL/ETV4/POLK/HDAC2/CCNT2/MEN1/PML/TMPRSS2/FLI1/MEF2C/PDGFA/PAX8/SIX4/ITGAM/ETV6/PPARG/ATF1/SIX1/KDM6A/CDKN2C/ETV1/H3C6/MEIS1/CCNA1/ID2/BAIAP3/ASPSCR1/EYA1/H3C10/BCL11B/PAX5/GADD45G/ETV7/TSPAN7/ERG/FOXO1/WT1/PBX1/CDK14/RUNX1T1/MAF/HOXA11/PROM1/IL2RB/CEBPA/LYL1/H3-5/ZBTB16/FLT3/IL1R2/GZMB/ITGB7/MMP3/H3C8/RXRG/HPGD,107
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,23/4046,36/8538,0.6388888888888888,1.3482039874773437,1.9868731750537088,0.034175808390804974,0.17339196904158405,0.1396658423401318,GALNT7/ST6GALNAC4/GALNT6/GALNT10/ST3GAL1/GALNT1/GALNT14/GALNT16/B3GNT3/C1GALT1C1/GALNT18/GCNT1/GALNT17/GALNT5/GALNT13/GALNT15/GALNT9/ST6GALNAC3/ST6GALNAC2/GALNTL6/GALNT3/C1GALT1C1L/GALNT8,23
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,78/4046,141/8538,0.5531914893617021,1.1673625645502257,1.9017416056450394,0.03469212247796949,0.17346061238984745,0.13972113400738284,PDGFB/RAC2/GSTP1/MMP2/HSP90B1/SQSTM1/CTSL/ARHGEF2/JUN/RELA/CAV2/PLAT/SDC4/TXN/ICAM1/ACTG1/AKT3/AKT2/NQO1/CALM2/PRKCZ/HSP90AA1/MAP3K7/DUSP1/GSTO1/HMOX1/ITGB3/MAPK11/BMPR2/KEAP1/SDC2/NFE2L2/PIK3R1/PRKAA1/CCL2/NFKB1/RAC3/PRKAA2/IKBKG/IL1R1/MGST3/GSTM3/PIAS4/MAP3K5/PIK3CD/MMP9/MEF2A/PIK3CA/TNF/MAPK7/BMPR1A/EDN1/ASS1/MEF2C/PDGFA/MAPK14/SELE/BMP4/IL1B/MAP2K4/ACVR2B/THBD/CYBA/BCL2/PECAM1/BMPR1B/IL1A/KLF2/TRPV4/GSTM2/MAP2K6/ACVR2A/KDR/MAPK10/GSTT2B/GSTM1/IL1R2/NPPC,78
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,157/4046,298/8538,0.5268456375838926,1.111766696414057,1.8638143305326977,0.03563288888618767,0.17561923808192498,0.14145988971358717,GDF15/IFNGR2/IL6R/TNFRSF1B/LIF/CXCL16/IL18/IL7R/TGFBR1/IL1RAP/CX3CL1/CCL5/IL4R/CCL20/CXCL8/TNFRSF9/CD70/BMP6/CSF1/IL32/TNFSF9/TNFRSF11A/EBI3/TNFRSF12A/TNFRSF10A/CSF2/BMPR2/IL2RG/IL23A/IFNGR1/IL6ST/TNFSF10/FAS/IFNAR2/IL31RA/CCL2/IL10RB/IL1R1/TNFSF12/LIFR/TNFRSF10D/IL27RA/TGFB2/IL24/EPOR/IL17RC/IL6/TNFRSF11B/TNF/TNFRSF25/BMPR1A/CXCL1/TNFRSF19/TNFRSF14/RELT/IL17RB/LTBR/CD4/CCL3/BMP4/LEPR/LTB/IFNL1/GDF11/IL1B/IL22RA1/IL1RL1/IFNL3/IFNL2/ACKR3/ACVR2B/IL16/CCL3L1/TGFB3/CXCL2/EDA/CRLF2/BMPR1B/CSF3/CCL22/CCR3/TNFSF13/EDA2R/IL18R1/RELL2/IL1A/INHBB/TNFSF13B/LTA/CXCL10/IFNLR1/AMHR2/CTF1/IL12RB1/TSLP/GHR/CXCR6/CCR10/CXCR4/TNFSF15/BMP8A/CXCL11/IL7/IL36B/TNFRSF18/ACVR2A/ACVR1C/IL12A/MSTN/CCL26/IL11RA/PRLR/GDF6/CXCL14/IL36G/AMH/IFNB1/CCR1/IL2RB/IL12RB2/CCL17/IL11/CNTFR/BMP7/IL20RB/INHBA/GDF9/IL34/CSF2RA/XCR1/CCL8/CD27/IL12B/CCL4L2/IL21R/CCL4/IFNE/CCL7/TNFSF11/IL5RA/IL18RAP/CNTF/TNFSF8/CX3CR1/TNFRSF4/CCR4/IL17D/IL1R2/TNFRSF10C/THPO/CCR7/GDF1/IL37/CCR5/CXCR2/IL3RA/TNFRSF13C,157
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,51/4046,89/8538,0.5730337078651685,1.209234255499953,1.8830889824727133,0.03786032306598539,0.17954571468946515,0.14462263517320764,GLUL/GABARAP/GNB2/GNG5/GNB1/GABARAPL1/GNG12/NSF/GNB4/GLS/SLC38A1/SLC6A12/GABBR1/ABAT/GABRA3/GNB5/PRKCA/CACNA1A/HAP1/ADCY1/ADCY2/GNG7/PRKCB/GPHN/CACNA1C/GABRB3/GABRE/SLC6A1/GAD1/GABRR2/GABRA5/GABRQ/GABRG3/GNG4/PRKCG/GABBR2/GNG2/SLC6A11/GABRD/SLC38A5/SLC12A5/GABRG1/KCNJ6/GNG8/GABRG2/GNB3/GNGT2/GAD2/ADCY8/GNG3/CACNA1B,51
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,40/4046,68/8538,0.5882352941176471,1.24131313425024,1.8960047357332617,0.0380081209504078,0.17954571468946515,0.14462263517320764,MAP2K1/JUP/RELA/STAT5A/MYC/AKT3/AKT2/GRB2/BCL2A1/PIM1/CCND1/HRAS/MAP2K2/PIM2/CSF2/RPS6KB2/SOS2/PIK3R1/RPS6KB1/NFKB1/MAPK1/IKBKG/EIF4EBP1/BAD/TCF7/CCNA2/PIK3CD/SOS1/PIK3CA/PML/STAT5B/LEF1/ITGAM/MTOR/CCNA1/KIT/RUNX1T1/CEBPA/ZBTB16/FLT3,40
